YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7399633293656448
2023,PSG,0.7429211989308622
2024,PSG,0.750644981539558
2025,PSG,0.7596731119743404
2026,PSG,0.7602770684960796
2027,PSG,0.7630312858873842
2028,PSG,0.7679463728439059
2029,PSG,0.7746266771917318
2030,PSG,0.7230361856260474
2031,PSG,0.6550831856260475
2032,PSG,0.6499561856260475
2033,PSG,0.6448291856260475
2034,PSG,0.6397021856260475
2035,PSG,0.631453252918323
2036,PSG,0.5958695200237664
2037,PSG,0.557610359539091
2038,PSG,0.4815724899738736
2039,PSG,0.40076770736517786
2040,PSG,0.3135325769303954
2041,PSG,0.2450026204086562
2042,PSG,0.1742964030173517
2043,PSG,0.1014273160608299
2044,PSG,0.0267940117130041
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.868057795694501
2026,FRT,1.9231529757904835
2027,FRT,1.9804159880542989
2028,FRT,2.0403346430421867
2029,FRT,2.1025718550409067
2030,FRT,2.0100296143754286
2031,FRT,1.918042175848987
2032,FRT,1.918042175848987
2033,FRT,1.916660175848987
2034,FRT,1.915278175848987
2035,FRT,1.8775467470816767
2036,FRT,1.838130479976233
2037,FRT,1.7286021316970603
2038,FRT,1.5098698322318196
2039,FRT,1.2895371323826488
2040,FRT,1.0671092727912606
2041,FRT,0.8511885060286114
2042,FRT,0.6331039070981298
2043,FRT,0.41237659433246404
2044,FRT,0.1890106845559661
2045,FRT,0.1207242674436668
2046,FRT,0.0518870481923298
2047,FRT,0.0518870481923298
2048,FRT,0.0518870481923298
2049,FRT,0.0518870481923298
2045,PSG,0.0104305032786885
2046,PSG,0.0104305032786885
2047,PSG,0.0104305032786885
2048,PSG,0.0104305032786885
2049,PSG,0.0104305032786885
