YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417461998
2022,PSG,0.7399633293656448
2023,PSG,0.7533517022095506
2024,PSG,0.7715076690805416
2025,PSG,0.7909663027940124
2026,PSG,0.7997095819387025
2027,PSG,0.8106888521168923
2028,PSG,0.823914722024234
2029,PSG,0.8305950263720596
2030,PSG,0.8402840263720598
2031,PSG,0.852146939415538
2032,PSG,0.8470199394155382
2033,PSG,0.841892939415538
2034,PSG,0.836765939415538
2035,PSG,0.831638939415538
2036,PSG,0.8356497663007839
2037,PSG,0.7730523070990732
2038,PSG,0.7063523014682821
2039,PSG,0.6349879227940125
2040,PSG,0.5624143313756236
2041,PSG,0.4983860489522451
2042,PSG,0.4322705977904485
2043,PSG,0.3640780072273695
2044,PSG,0.29420188648610124
2045,PSG,0.22140011927298608
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.923152975790484
2027,FRT,1.9804159880542982
2028,FRT,2.0403346430421867
2029,FRT,2.1025718550409067
2030,FRT,2.16623925540107
2031,FRT,2.1608530605844605
2032,FRT,2.1821964241970577
2033,FRT,2.204107060584461
2034,FRT,2.2212340605844614
2035,FRT,2.235361060584461
2036,FRT,2.2363502336992154
2037,FRT,2.2819476929009266
2038,FRT,2.3296476985317183
2039,FRT,2.377012077205987
2040,FRT,2.4215856686243753
2041,FRT,2.4536139510477546
2042,FRT,2.457430830749752
2043,FRT,2.46274540106101
2044,FRT,2.4712558810281013
2045,FRT,2.3139003591556486
2046,FRT,2.1593125939722584
2047,FRT,2.1396614125818836
2048,FRT,2.1194368161944808
2049,FRT,2.104005069527814
2050,FRT,2.071152291147541
2051,FRT,2.089842063934426
2052,FRT,2.0793738242622952
2053,FRT,2.068750934098359
2054,FRT,2.05597507442623
2055,FRT,2.044042883278689
2046,PSG,0.1464994022950819
2047,PSG,0.1514885616393442
2048,PSG,0.1565432793442622
2049,PSG,0.1616652363934426
2050,PSG,0.1668477088524589
2051,PSG,0.1721579360655737
2052,PSG,0.1776261757377048
2053,PSG,0.1832490659016392
2054,PSG,0.1890249255737704
2055,PSG,0.1949571167213114
