YEAR,TECHNOLOGY:Service,VALUE
2023,PSG,8862.191126999996
2024,PSG,9083.209090000002
2025,PSG,9327.066303000005
2026,PSG,9407.591796999997
2027,PSG,9504.905644999997
2028,PSG,9623.254961000002
2029,PSG,9762.305682
2030,PSG,9921.339066000004
2031,PSG,10103.613716
2032,PSG,10311.298047000004
2033,PSG,10539.872278
2034,PSG,10794.350994999999
2035,PSG,11077.97191
2036,PSG,11388.075087000003
2037,PSG,11724.220039000002
2038,PSG,11544.229844714282
2039,PSG,11365.578138714282
2040,PSG,11196.458516714281
2041,PSG,11034.676564714282
2042,PSG,10677.547011714283
2043,PSG,10629.20670971428
2044,PSG,10585.507695714285
2045,PSG,10543.514428714281
2046,PSG,10585.75495671428
2047,PSG,10447.33995271428
2048,PSG,10119.493775369456
2049,PSG,9750.40943936945
2050,PSG,9373.290856369447
2021,PSG,8171.1939520000005
2022,PSG,8660.128794
2021,FRT,4664.69035
2022,FRT,4795.60841
2023,FRT,4930.47062
2024,FRT,4919.631986093752
2025,FRT,4736.87097809375
2026,FRT,4553.329498093753
2027,FRT,4369.961647093753
2028,FRT,4186.290328093752
2029,FRT,4002.6468390937507
2030,FRT,3819.015334093752
2031,FRT,3632.675233093751
2032,FRT,3452.0971140937513
2033,FRT,3268.5057750937517
2034,FRT,3085.089020093751
2035,FRT,2901.8383440937523
2036,FRT,2718.155016093752
2037,FRT,2534.787386093752
2038,FRT,2351.5911700937518
2039,FRT,2168.2537900937514
2040,FRT,1984.639011093752
2041,FRT,1801.3492960937515
2042,FRT,1618.2256600937515
2043,FRT,1435.1103340937518
2044,FRT,1251.5782460937517
2045,FRT,1068.5128450937514
2046,FRT,1073.4803130937478
2047,FRT,766.9885920937484
2048,FRT,455.8323070937471
2049,FRT,292.1027
2050,FRT,298.680608
