YEAR,TECHNOLOGY:Service,VALUE
2023,PSG,9042.080283328758
2024,PSG,9263.098246328766
2025,PSG,9506.955459328768
2026,PSG,9431.597844136984
2027,PSG,9373.2661339452
2028,PSG,9336.558534753423
2029,PSG,9320.840920561643
2030,PSG,9323.356791369864
2031,PSG,9352.379893178078
2032,PSG,9401.504805986298
2033,PSG,9471.06488579452
2034,PSG,9564.596110602737
2035,PSG,9684.426011410955
2036,PSG,9827.302695219176
2037,PSG,9992.640582027396
2038,PSG,10186.378788835615
2039,PSG,10404.010223643836
2040,PSG,10648.867223452053
2041,PSG,10696.89930126027
2042,PSG,10473.000301068487
2043,PSG,10388.164863999997
2044,PSG,10500.673810000002
2045,PSG,10397.428409
2046,PSG,10441.162988
2047,PSG,10300.919192000001
2048,PSG,10001.467514
2049,PSG,9689.154317
2050,PSG,9366.994707000003
2021,PSG,8171.1939520000005
2022,PSG,8660.128794
2021,FRT,4664.69035
2022,FRT,4827.21548
2023,FRT,4992.77738
2024,FRT,5165.783006000001
2025,FRT,5311.962745437501
2026,FRT,5375.715214475001
2027,FRT,5443.110107512503
2028,FRT,5479.950281068753
2029,FRT,5375.5207033727065
2030,FRT,5335.142801370671
2031,FRT,5408.459566687292
2032,FRT,5484.358688003916
2033,FRT,5537.146179296659
2034,FRT,5352.953548533463
2035,FRT,5168.618206770266
2036,FRT,4984.172353326515
2037,FRT,4800.008588563315
2038,FRT,4615.70369480012
2039,FRT,4431.556061036918
2040,FRT,4246.965573273725
2041,FRT,4062.996634510526
2042,FRT,3878.879999747328
2043,FRT,3694.778598303578
2044,FRT,3510.5330725403796
2045,FRT,3326.5885827771826
2046,FRT,3332.000367013985
2047,FRT,2993.1689342507866
2048,FRT,2650.4155184875885
2049,FRT,2298.771357525084
2050,FRT,1974.1113788306516
