YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7430932878373241
2023,PSG,0.7564816606812301
2024,PSG,0.7746376275522211
2025,PSG,0.7940962612656917
2026,PSG,0.8157568080226413
2027,PSG,0.8395632678230691
2028,PSG,0.8655436406669752
2029,PSG,0.8932631439456633
2030,PSG,0.9240278064688285
2031,PSG,0.9569647010518646
2032,PSG,1.0105290738957706
2033,PSG,1.0158325771744592
2034,PSG,1.0148764159239445
2035,PSG,1.0127994539055711
2036,PSG,1.0149746796961867
2037,PSG,0.9871908755003828
2038,PSG,0.9592422705367185
2039,PSG,0.8888679912067112
2040,PSG,0.8171903640506173
2041,PSG,0.7433378238510451
2042,PSG,0.6673150515916006
2043,PSG,0.5891146853050715
2044,PSG,0.5091761885837605
2045,PSG,0.42619321360157914
2046,PSG,0.3410373255759199
2047,PSG,0.298079959289391
2048,PSG,0.3033851435516861
2049,PSG,0.3086886468303746
2050,PSG,0.3139921501090631
2051,PSG,0.3193763406008664
2052,PSG,0.2912479573982387
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.9317982706705052
2027,FRT,1.997633905388729
2028,FRT,2.066055581516523
2029,FRT,2.1367561879427766
2030,FRT,2.2088334241967185
2031,FRT,2.2845223428858725
2032,FRT,2.3627973029845974
2033,FRT,2.4431674228255402
2034,FRT,2.5261235840760556
2035,FRT,2.6122005460944284
2036,FRT,2.695025320303812
2037,FRT,2.7868091244996176
2038,FRT,2.8817577294632803
2039,FRT,2.9797831351948036
2040,FRT,3.081420223361538
2041,FRT,3.1867128716544224
2042,FRT,3.2951263207151658
2043,FRT,3.40612581118548
2044,FRT,3.5225250327221134
2045,FRT,3.6423521661377185
2046,FRT,3.76530010032118
2047,FRT,3.848599143386852
2048,FRT,3.9167383568792427
2049,FRT,3.9874197340902646
2050,FRT,4.061134156687277
2051,FRT,4.142203331195841
2052,FRT,4.155554487647232
2053,FRT,4.170859224243968
2054,FRT,4.187636605842762
2055,FRT,4.207219384580364
2053,PSG,0.2592020003376693
2054,PSG,0.2649307924688169
2055,PSG,0.2707806154196366
