YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7587883069450964
2023,PSG,0.7721766797890022
2024,PSG,0.7903326466599931
2025,PSG,0.8097912803734638
2026,PSG,0.7927017052772417
2027,PSG,0.7780232342437425
2028,PSG,0.7657434602451679
2029,PSG,0.7555624969379688
2030,PSG,0.7486309509080331
2031,PSG,0.7441708520199359
2032,PSG,0.7606121682993374
2033,PSG,0.7603152408117368
2034,PSG,0.7551882408117367
2035,PSG,0.7500612408117368
2036,PSG,0.7449342408117368
2037,PSG,0.6611281692764768
2038,PSG,0.5922412039735541
2039,PSG,0.5188983075943665
2040,PSG,0.4445327876513873
2041,PSG,0.4001530207803966
2042,PSG,0.3538538927975024
2043,PSG,0.3056768536813227
2044,PSG,0.2559315137098333
2045,PSG,0.2034888000676382
2046,PSG,0.1491001061688498
2047,PSG,0.13718063579108772
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.9058677336240228
2027,FRT,1.945992686278166
2028,FRT,1.988879438572147
2029,FRT,2.0342013515316055
2030,FRT,2.081046008993099
2031,FRT,2.131574061163673
2032,FRT,2.1847483772018834
2033,FRT,2.240099465487454
2034,FRT,2.298061495444947
2035,FRT,2.316938759188263
2036,FRT,2.3270657591882626
2037,FRT,2.393871830723524
2038,FRT,2.4437587960264464
2039,FRT,2.493101692405633
2040,FRT,2.5394672123486144
2041,FRT,2.551846979219604
2042,FRT,2.549030226907341
2043,FRT,2.5476285922201978
2044,FRT,2.5493420737906547
2045,FRT,2.516687758490114
2046,FRT,2.305875564097318
2047,FRT,2.254083248059108
2048,FRT,2.200117230884648
2049,FRT,2.143549485371599
2050,FRT,2.091394695737703
2051,FRT,2.1102323950819675
2052,FRT,2.0998213088524587
2053,FRT,2.089176565901639
2054,FRT,2.0763082521311476
2055,FRT,2.0642079626229504
2048,PSG,0.136906028852459
2049,PSG,0.1416632124590163
2050,PSG,0.146605304262295
2051,PSG,0.1517676049180327
2052,PSG,0.157178691147541
2053,PSG,0.1628234340983606
2054,PSG,0.1686917478688524
2055,PSG,0.1747920373770491
