YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7010715276689321
2023,PSG,0.7430863720575537
2024,PSG,0.7906637373025283
2025,PSG,0.765375998496684
2026,PSG,0.9079980279758755
2027,PSG,0.7317471964751094
2028,PSG,0.7440352727814042
2029,PSG,0.5998004909133487
2030,PSG,0.5032519804566744
2031,PSG,0.47221920895133995
2032,PSG,0.4041173918110851
2033,PSG,0.3685790912653466
2034,PSG,0.31301984483216183
2037,PSG,0.26094399955157976
2038,PSG,0.2167644252162208
2039,PSG,0.153540580422741
2035,PSG,0.2601907022950819
2036,PSG,0.2603366073770491
2040,PSG,0.107283691119552
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.806368602769779
2025,FRT,1.8680577956945017
2026,FRT,1.890729920523036
2027,FRT,1.912838509239377
2028,FRT,1.9315819622310055
2029,FRT,1.9552076165216188
2030,FRT,1.980364388794538
2031,FRT,2.0059345208106687
2032,FRT,2.033909435851708
2033,FRT,2.0607666327803886
2034,FRT,2.051557040965526
2035,FRT,2.0775138963091817
2036,FRT,2.106453362154641
2037,FRT,2.07505600044842
2038,FRT,2.0142355747837786
2039,FRT,1.7905765219934313
2040,FRT,1.5647688335250372
2041,FRT,1.3943479069145572
2042,FRT,1.2064734446687575
2043,FRT,1.0497167308461817
2044,FRT,0.859980777629807
2045,FRT,0.6689157772153852
2046,FRT,0.4775249304400312
2047,FRT,0.4440593937374828
2048,FRT,0.4082025194015412
2049,FRT,0.18625653131147552
2041,PSG,0.0774091327868852
2042,PSG,0.077707133114754
2043,PSG,0.0779980381967212
2044,PSG,0.0782889432786884
2045,PSG,0.0785798483606556
2046,PSG,0.0788707534426229
2047,PSG,0.0791616585245901
2048,PSG,0.0794525636065573
2049,PSG,0.0797434686885245
