YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7295328260869562
2023,PSG,0.7324906956521735
2024,PSG,0.7552187550591424
2025,PSG,0.7642468854939245
2026,PSG,0.7542247550591421
2027,PSG,0.746357233320012
2028,PSG,0.7406375376678384
2029,PSG,0.7367047985374031
2030,PSG,0.7357503202765338
2031,PSG,0.7166167895772187
2032,PSG,0.7114897895772186
2033,PSG,0.7063627895772187
2034,PSG,0.7012357895772187
2035,PSG,0.6730882900571311
2036,PSG,0.6375232166991164
2037,PSG,0.6443639634902625
2038,PSG,0.5683260939250452
2039,PSG,0.4725170345180767
2040,PSG,0.3852819040832943
2041,PSG,0.3273780345180769
2042,PSG,0.2672935562572072
2043,PSG,0.2050592519093809
2044,PSG,0.141038991039816
2045,PSG,0.0740394693006856
2046,PSG,0.0252200000000004
2047,PSG,0.0252200000000004
2048,PSG,0.0252200000000004
2049,PSG,0.0252200000000004
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.868057795694501
2026,FRT,1.9145130285040441
2027,FRT,1.963210603612597
2028,FRT,2.0146034481575943
2029,FRT,2.0683826133223646
2030,FRT,1.9732356649682348
2031,FRT,1.8765282104227803
2032,FRT,1.8765282104227798
2033,FRT,1.8751462104227798
2034,FRT,1.8737642104227803
2035,FRT,1.8359117099428677
2036,FRT,1.7964767833008828
2037,FRT,1.687421439820833
2038,FRT,1.4686891403555922
2039,FRT,1.2483564405064216
2040,FRT,1.0259285809150334
2041,FRT,0.8185648414388234
2042,FRT,0.6089596885524934
2043,FRT,0.3966752662297183
2044,FRT,0.1816844832871706
2045,FRT,0.1159167827524114
2046,FRT,0.0495822372978659
2047,FRT,0.0495822372978659
2048,FRT,0.0495822372978659
2049,FRT,0.0495822372978659
