YEAR,TECHNOLOGY:Service,VALUE
2023,PSG,9042.080283328758
2024,PSG,9263.098246328766
2025,PSG,9506.955459328767
2026,PSG,9684.343689136986
2027,PSG,9872.713554945203
2028,PSG,10075.799984753421
2029,PSG,10293.584198561644
2030,PSG,10522.780333369865
2031,PSG,10772.588089302
2032,PSG,11035.77811812117
2033,PSG,11313.301593951286
2034,PSG,11608.09015677046
2035,PSG,11923.110016589631
2036,PSG,12254.769688408804
2037,PSG,12602.783161227972
2038,PSG,12972.976316058095
2039,PSG,13360.759936866312
2040,PSG,13769.518861696435
2041,PSG,14200.239920504655
2042,PSG,14485.199479323821
2043,PSG,14915.007551277231
2044,PSG,15551.899879288183
2045,PSG,16208.547524299129
2046,PSG,16889.733308310093
2047,PSG,17595.19453532104
2048,PSG,17824.680558313317
2049,PSG,17932.549522185225
2050,PSG,18059.913901057123
2021,PSG,8171.1939520000005
2022,PSG,8660.128794
2021,FRT,4664.690349999998
2022,FRT,4827.21548
2023,FRT,4992.77738
2024,FRT,5165.7830060000015
2025,FRT,5311.962745437503
2026,FRT,5396.959689816281
2027,FRT,5477.413734710721
2028,FRT,5555.283527052382
2029,FRT,5459.224095494696
2030,FRT,5470.006439578693
2031,FRT,5584.028262646557
2032,FRT,5698.961179714419
2033,FRT,5813.282944782279
2034,FRT,5929.273894850142
2035,FRT,6045.414276918004
2036,FRT,5862.191701259665
2037,FRT,5679.239814327524
2038,FRT,5496.293011395387
2039,FRT,5313.3450184632475
2040,FRT,5129.949312531109
2041,FRT,4947.017618598972
2042,FRT,4764.084308666835
2043,FRT,4581.166805008495
2044,FRT,4397.941461076356
2045,FRT,4215.01327514422
2046,FRT,4221.586908212082
2047,FRT,3883.6094452799425
2048,FRT,3541.856160347805
2049,FRT,3192.723348242245
2050,FRT,2867.3915713788847
