YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7010715276689321
2023,PSG,0.7430863720575535
2024,PSG,0.7906637373025283
2025,PSG,0.7590598963355933
2026,PSG,0.890945689293771
2027,PSG,0.7245377503675963
2028,PSG,0.7570270834831981
2029,PSG,0.6192328869582093
2030,PSG,0.5282686559570381
2031,PSG,0.523556990823197
2032,PSG,0.4577323790745632
2033,PSG,0.4407237047435842
2034,PSG,0.38629603238888965
2035,PSG,0.3502769164994696
2036,PSG,0.24791407378485453
2037,PSG,0.2395445633058224
2038,PSG,0.1934394615781091
2039,PSG,0.1365940119622516
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.806368602769779
2025,FRT,1.8680577956945017
2026,FRT,1.8992736383695985
2027,FRT,1.9296048419434975
2028,FRT,1.9562430294246818
2029,FRT,1.9875260433301103
2030,FRT,2.0200894795944624
2031,FRT,2.0527827718373763
2032,FRT,2.087703534762754
2033,FRT,2.1212119194726724
2034,FRT,2.119334663420085
2035,FRT,2.1512932604102
2036,FRT,2.1860859262151457
2037,FRT,2.0964554366941774
2038,FRT,2.037560538421891
2039,FRT,1.8139014856315447
2040,FRT,1.58809379716315
2041,FRT,1.4094399753853264
2042,FRT,1.2131915516894822
2043,FRT,1.048754151860703
2044,FRT,0.8513378199197393
2045,FRT,0.6528508993506004
2046,FRT,0.4543292188478694
2047,FRT,0.4159385024335897
2048,FRT,0.3751063938660248
2049,FRT,0.16524512868852467
2040,PSG,0.0974379122950819
2041,PSG,0.0978054672131147
2042,PSG,0.0981819868852458
2043,PSG,0.0985495418032786
2044,PSG,0.0989170967213114
2045,PSG,0.0992846516393443
2046,PSG,0.099652206557377
2047,PSG,0.1000197614754098
2048,PSG,0.1003873163934426
2049,PSG,0.1007548713114754
