YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417461998
2022,PSG,0.7399633293656448
2023,PSG,0.7533517022095506
2024,PSG,0.7715076690805416
2025,PSG,0.7909663027940124
2026,PSG,0.7997095819387025
2027,PSG,0.8106888521168923
2028,PSG,0.823914722024234
2029,PSG,0.8390033063720597
2030,PSG,0.8572014453884531
2031,PSG,0.7892484453884532
2032,PSG,0.7859050817758568
2033,PSG,0.7895965217758569
2034,PSG,0.7933955447266766
2035,PSG,0.797302150628316
2036,PSG,0.8013129775135619
2037,PSG,0.7387155183118514
2038,PSG,0.6720155126810601
2039,PSG,0.6006511340067905
2040,PSG,0.5280775425884016
2041,PSG,0.4640492601650233
2042,PSG,0.39793380900322683
2043,PSG,0.3297412184401475
2044,PSG,0.2598650976988792
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.923152975790484
2027,FRT,1.9804159880542982
2028,FRT,2.0403346430421867
2029,FRT,2.1025718550409067
2030,FRT,2.16623925540107
2031,FRT,2.2237515546115456
2032,FRT,2.2450949182241424
2033,FRT,2.256403478224141
2034,FRT,2.2646044552733224
2035,FRT,2.269697849371682
2036,FRT,2.270687022486438
2037,FRT,2.3162844816881485
2038,FRT,2.3639844873189397
2039,FRT,2.411348865993209
2040,FRT,2.409557875461649
2041,FRT,2.412411311092163
2042,FRT,2.41622819079416
2043,FRT,2.421542761105418
2044,FRT,2.430053241072509
2045,FRT,2.282336991973007
2046,FRT,2.0648507327625323
2047,FRT,2.0451995513721575
2048,FRT,2.035577031372158
2049,FRT,2.0290713076563107
2050,FRT,2.0256731668912846
2051,FRT,2.023941907964563
2052,FRT,1.7633786511194507
2053,FRT,1.498650812690085
2054,FRT,1.232664343055534
2055,FRT,1.0140329095512606
2045,PSG,0.1870633304857644
2046,PSG,0.1919785265513382
2047,PSG,0.1969676858956005
2048,PSG,0.2020224036005185
2049,PSG,0.2071443606496987
2050,PSG,0.2123268331087152
2051,PSG,0.21763706032183
2052,PSG,0.2231052999939612
2053,PSG,0.2287281901578963
2054,PSG,0.2345040498300267
2055,PSG,0.2404362409775677
