YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417461998
2022,PSG,0.7010715276689321
2023,PSG,0.7430863720575536
2024,PSG,0.7906637373025283
2025,PSG,0.7412648188298523
2026,PSG,0.9394822668493865
2027,PSG,0.7551601759980298
2028,PSG,0.6444676659264446
2029,PSG,0.5392720283700483
2030,PSG,0.5871706078929373
2031,PSG,0.4876799453870824
2032,PSG,0.4343916890404781
2033,PSG,0.4558164265597243
2034,PSG,0.4014382007553793
2035,PSG,0.3643987421874992
2036,PSG,0.2536079183238625
2037,PSG,0.3069627268701342
2038,PSG,0.256527754694084
2039,PSG,0.1157726556694063
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.806368602769779
2025,FRT,1.8680577956945017
2026,FRT,1.8895739714266233
2027,FRT,1.9126559321820267
2028,FRT,1.937675847246198
2029,FRT,1.9298304377434352
2030,FRT,1.9849568917395732
2031,FRT,2.0143710691163603
2032,FRT,2.0453851313572717
2033,FRT,2.077510279920168
2034,FRT,2.111088330429993
2035,FRT,2.1446012578125
2036,FRT,2.180392081676137
2037,FRT,2.0290372731298647
2038,FRT,1.9744722453059147
2039,FRT,1.7508131925155683
2040,FRT,1.525005504047174
2041,FRT,1.3399317279879384
2042,FRT,1.1532537570659531
2043,FRT,0.9646383598181779
2044,FRT,0.8085734049110161
2045,FRT,0.6182748772065302
2046,FRT,0.42535640491101645
2047,FRT,0.3949358930999926
2048,FRT,0.36721502119731414
2049,FRT,0.1998263786885247
2040,PSG,0.0646815304918032
2041,PSG,0.0648513619672131
2042,PSG,0.0650151280327869
2043,PSG,0.0651788940983606
2044,PSG,0.0653487255737705
2045,PSG,0.0655124916393442
2046,PSG,0.065676257704918
2047,PSG,0.0658460891803278
2048,PSG,0.0660098552459016
2049,PSG,0.0661736213114754
