YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417461998
2022,PSG,0.6732525032786884
2023,PSG,0.6866408761225941
2024,PSG,0.6775643450775857
2025,PSG,0.6200418483562741
2026,PSG,0.8220035515929072
2027,PSG,0.6637831428892289
2028,PSG,0.5623764018601266
2029,PSG,0.4630365238385486
2030,PSG,0.5261632999654736
2031,PSG,0.4347504670380728
2032,PSG,0.3899620917687522
2033,PSG,0.4365793536549086
2034,PSG,0.3831307104821978
2035,PSG,0.3185127104821983
2036,PSG,0.2459531207386086
2037,PSG,0.3376734913088708
2038,PSG,0.3182462037913516
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.806368602769779
2025,FRT,1.8680577956945017
2026,FRT,1.906714139593563
2027,FRT,1.946499627556107
2028,FRT,1.9878036694080718
2029,FRT,1.9946874543284332
2030,FRT,2.066218069191779
2031,FRT,2.11073410199383
2032,FRT,2.1565232895178026
2033,FRT,2.1932512895178022
2034,FRT,2.191869289517802
2035,FRT,2.190487289517802
2036,FRT,2.188046879261391
2037,FRT,1.9983265086911284
2038,FRT,1.9127537962086483
2039,FRT,1.6890947434183017
2040,FRT,1.4632870549499073
2041,FRT,1.2609846429932359
2042,FRT,1.0575275133696684
2043,FRT,0.8525648267244476
2044,FRT,0.6817049558137488
2045,FRT,0.47612566293775965
2046,FRT,0.2682724294979598
2047,FRT,0.2232460266798911
2048,FRT,0.18513602667989132
2049,FRT,0.18513602667989132
2039,PSG,0.070894733114754
2040,PSG,0.0604106859016393
2041,PSG,0.0605693036065573
2042,PSG,0.0607222563934426
2043,PSG,0.0608752091803278
2044,PSG,0.0610338268852458
2045,PSG,0.0611867796721311
2046,PSG,0.0613397324590163
2047,PSG,0.0614983501639344
2048,PSG,0.0616513029508196
2049,PSG,0.0618042557377049
