YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462001
2022,PSG,0.7127325144559091
2023,PSG,0.7547473588445305
2024,PSG,0.8023247240895053
2025,PSG,0.8217833578029763
2026,PSG,0.7925324595991275
2027,PSG,1.2055010984724497
2028,PSG,1.1439962536254296
2029,PSG,1.04654403824737
2030,PSG,0.947707526486741
2031,PSG,0.8445479594375608
2032,PSG,0.8305937493817148
2033,PSG,0.8212388808779421
2034,PSG,1.1203647000439179
2035,PSG,1.1133304329389304
2036,PSG,1.1111454968547982
2037,PSG,1.1137241719554796
2038,PSG,0.876994147567438
2039,PSG,0.6251545489430033
2040,PSG,0.39987172386816394
2041,PSG,0.35745767474890333
2042,PSG,0.31110766299246384
2043,PSG,0.2346694056373231
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.9243048739453024
2027,FRT,1.980498901527551
2028,FRT,2.0402007841454695
2029,FRT,2.0999224117613857
2030,FRT,2.161975650953997
2031,FRT,2.225221926113053
2032,FRT,2.2920423572176927
2033,FRT,2.317069554885454
2034,FRT,2.4206352999560825
2035,FRT,2.4905058714993284
2036,FRT,2.563616576864446
2037,FRT,2.6373251159460334
2038,FRT,2.715309778000046
2039,FRT,2.793248603564607
2040,FRT,2.875890336747123
2041,FRT,2.9588708924673854
2042,FRT,3.0461378913788906
2043,FRT,3.132543140683928
2044,FRT,3.225380879296862
2045,FRT,3.317978557900433
2046,FRT,3.323866458676625
2047,FRT,3.3825316025579246
2048,FRT,3.443831728217638
2049,FRT,3.505540089090018
2050,FRT,3.5718584328345586
2051,FRT,3.6380431064238
2052,FRT,3.640339177011528
2053,FRT,3.64208940179204
2054,FRT,3.6471356903735774
2055,FRT,3.6523610145465923
2044,PSG,0.230220404262295
2045,PSG,0.2359721757377049
2046,PSG,0.2417154981967213
2047,PSG,0.2474957163934426
2048,PSG,0.2532921491803278
2049,PSG,0.2590768508196721
2050,PSG,0.2648999999999999
2051,PSG,0.2704637685245902
2052,PSG,0.2761421822950819
2053,PSG,0.2819421895081967
2054,PSG,0.2878620531147541
2055,PSG,0.2939069842622951
