YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.6732525032786884
2023,PSG,0.6866408761225942
2024,PSG,0.704796842993585
2025,PSG,0.6597998373757519
2026,PSG,0.5920215626216535
2027,PSG,0.8747179344236352
2028,PSG,0.7616311078662581
2029,PSG,0.6485423331121599
2030,PSG,0.5360655583580614
2031,PSG,0.4223127318006845
2032,PSG,0.3977306768268061
2033,PSG,0.3777194814377871
2034,PSG,0.3201485831707672
2035,PSG,0.2555305831707669
2036,PSG,0.1829709934271775
2037,PSG,0.318835066791049
2038,PSG,0.34338574277586653
2039,PSG,0.1111931201956809
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872756
2024,FRT,1.806368602769779
2025,FRT,1.8680577956945017
2026,FRT,1.9243048739453024
2027,FRT,1.9804989015275507
2028,FRT,2.0402007841454695
2029,FRT,2.0999224117613857
2030,FRT,2.1619756509539965
2031,FRT,2.225221926113053
2032,FRT,2.2252219261130533
2033,FRT,2.2238399261130533
2034,FRT,2.2548514168292333
2035,FRT,2.2534694168292333
2036,FRT,2.2510290065728227
2037,FRT,2.0171649332089503
2038,FRT,1.8876142572241326
2039,FRT,1.6639552044337855
2040,FRT,1.4381475159653907
2041,FRT,1.2179560797937194
2042,FRT,0.9978597911882072
2043,FRT,0.7741834783676942
2044,FRT,0.5502349108281421
2045,FRT,0.324137985569004
2046,FRT,0.0969278553791889
2047,FRT,0.0969278553791889
2048,FRT,0.0969278553791889
2049,FRT,0.0969278553791889
2040,PSG,0.0319188104918032
2041,PSG,0.0319615357377049
2042,PSG,0.0320042609836065
2043,PSG,0.0320439344262295
2044,PSG,0.0320866596721311
2045,PSG,0.0321293849180327
2046,PSG,0.0321690583606557
2047,PSG,0.0322117836065573
2048,PSG,0.032254508852459
2049,PSG,0.0322941822950819
