YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417461998
2022,PSG,0.7399633293656448
2023,PSG,0.7429211989308622
2024,PSG,0.750644981539558
2025,PSG,0.7596731119743404
2026,PSG,0.7496509815395578
2027,PSG,0.7417834598004278
2028,PSG,0.736063764148254
2029,PSG,0.7321310250178189
2030,PSG,0.664177025017819
2031,PSG,0.5962240250178189
2032,PSG,0.5910970250178189
2033,PSG,0.5859700250178189
2034,PSG,0.5808430250178189
2035,PSG,0.5757160250178189
2036,PSG,0.5405867145117603
2037,PSG,0.49875119893086245
2038,PSG,0.422713329365645
2039,PSG,0.34190854675694926
2040,PSG,0.2546734163221667
2041,PSG,0.1967695467569494
2042,PSG,0.1366850684960797
2043,PSG,0.0744507641482534
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697796
2025,FRT,1.8680577956945015
2026,FRT,1.9145130285040448
2027,FRT,1.963210603612597
2028,FRT,2.0146034481575943
2029,FRT,2.0683826133223646
2030,FRT,2.0680408160444808
2031,FRT,1.9734647126101375
2032,FRT,1.9734647126101375
2033,FRT,1.9720827126101375
2034,FRT,1.9707007126101375
2035,FRT,1.9332839749821802
2036,FRT,1.8934132854882395
2037,FRT,1.78435794200819
2038,FRT,1.5656256425429493
2039,FRT,1.3452929426937783
2040,FRT,1.1228650831023903
2041,FRT,0.9155013436261804
2042,FRT,0.7058961907398502
2043,FRT,0.493611768417075
2044,FRT,0.2786209854745272
2045,FRT,0.11804813386352181
2046,FRT,0.051713588408976295
2047,FRT,0.051713588408976295
2048,FRT,0.051713588408976295
2049,FRT,0.051713588408976295
2044,PSG,0.0104305032786885
2045,PSG,0.0104305032786885
2046,PSG,0.0104305032786885
2047,PSG,0.0104305032786885
2048,PSG,0.0104305032786885
2049,PSG,0.0104305032786885
