YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7010715276689321
2023,PSG,0.714459900512838
2024,PSG,0.732615867383829
2025,PSG,0.7291291244302395
2026,PSG,1.0123590793505934
2027,PSG,0.8541386706469154
2028,PSG,0.762102709481867
2029,PSG,0.6712840052307812
2030,PSG,0.8243458828774928
2031,PSG,0.7417454751959939
2032,PSG,0.7059303077955257
2033,PSG,0.8429346513654036
2034,PSG,0.7997549787124846
2035,PSG,0.7778970580075433
2036,PSG,0.7502904195786819
2037,PSG,0.7572157188823408
2038,PSG,0.7476899943156412
2039,PSG,0.4515396188386094
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.906714139593563
2027,FRT,1.9464996275561073
2028,FRT,1.9878036694080714
2029,FRT,1.9946874543284332
2030,FRT,2.066218069191779
2031,FRT,2.1107341019938297
2032,FRT,2.1565232895178026
2033,FRT,2.2030653486345977
2034,FRT,2.247492006093287
2035,FRT,2.2891029419924567
2036,FRT,2.3217095804213184
2037,FRT,2.297784281117659
2038,FRT,2.274040680717001
2039,FRT,2.2072548246091905
2040,FRT,2.183991683694885
2041,FRT,1.9824231543097492
2042,FRT,1.7796991008840521
2043,FRT,1.5754686902185613
2044,FRT,1.4050567690135842
2045,FRT,1.200205972089532
2046,FRT,0.9930775553291846
2047,FRT,0.9487781195683384
2048,FRT,0.903910456269521
2049,FRT,0.8607630570406852
2050,FRT,0.8206220260883045
2051,FRT,0.7871311727016888
2052,FRT,0.5926987387273295
2053,FRT,0.39596666372733014
2054,FRT,0.24064972930738
2055,FRT,0.0399340416666666
2040,PSG,0.1864049718032787
2041,PSG,0.1915883704918033
2042,PSG,0.1968711285245901
2043,PSG,0.2022679062295081
2044,PSG,0.2077933691803278
2045,PSG,0.2134135947540983
2046,PSG,0.2191374190163935
2047,PSG,0.2249861508196721
2048,PSG,0.2309104985245901
2049,PSG,0.236933006557377
2050,PSG,0.2430692567213114
2051,PSG,0.2487337062295081
2052,PSG,0.2545667085245902
2053,PSG,0.2605646773770491
2054,PSG,0.2667258196721311
2055,PSG,0.2730537216393442
