YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417462
2022,PSG,0.7010715276689321
2023,PSG,0.7430863720575536
2024,PSG,0.7906637373025283
2025,PSG,0.8402266962192512
2026,PSG,1.129610180043238
2027,PSG,0.9583307298737932
2028,PSG,0.8591812049262973
2029,PSG,0.7611723373012443
2030,PSG,0.9075540280995338
2031,PSG,0.8190274805819696
2032,PSG,0.7771830918700258
2033,PSG,0.9051700651770088
2034,PSG,0.8616468150577293
2035,PSG,0.8354354342993259
2036,PSG,0.8055577298633999
2037,PSG,0.7433992750264433
2038,PSG,0.6776701521417728
2039,PSG,0.5774286398992502
2040,PSG,0.1643196576773576
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697792
2025,FRT,1.8680577956945013
2026,FRT,1.8981440555100932
2027,FRT,1.9295735928852267
2028,FRT,1.9627464099008696
2029,FRT,1.9622624266867694
2030,FRT,2.0255874804656755
2031,FRT,2.0625548223972
2032,FRT,2.100947703020434
2033,FRT,2.14029206644977
2034,FRT,2.1809294223781555
2035,FRT,2.223305752570347
2036,FRT,2.2664422701366
2037,FRT,2.311600724973558
2038,FRT,2.358329847858227
2039,FRT,2.3646032788264746
2040,FRT,2.413501077988706
2041,FRT,2.4641481213162324
2042,FRT,2.5159976834567335
2043,FRT,2.506237690771825
2044,FRT,2.499058298607521
2045,FRT,2.4877658056803638
2046,FRT,2.2880424533763035
2047,FRT,2.2509905224301074
2048,FRT,2.234178745809625
2049,FRT,2.194609268852459
2050,FRT,2.0411052413114747
2051,FRT,2.0595196888524585
2052,FRT,2.048718962622951
2053,FRT,2.037708441967212
2054,FRT,2.0244970924590167
2055,FRT,2.0120813278688523
2041,PSG,0.1656506301639343
2042,PSG,0.1701210732786885
2043,PSG,0.1747951406557376
2044,PSG,0.179674995409836
2045,PSG,0.1847360544262295
2046,PSG,0.1899799226229508
2047,PSG,0.1954186780327869
2048,PSG,0.1959047045901639
2049,PSG,0.196390731147541
2050,PSG,0.1968947586885246
2051,PSG,0.202480311147541
2052,PSG,0.2082810373770492
2053,PSG,0.2142915580327869
2054,PSG,0.2205029075409837
2055,PSG,0.2269186721311475
