YEAR,TECHNOLOGY:Service,VALUE
2021,PSG,0.7256711417461998
2022,PSG,0.7295328260869562
2023,PSG,0.7324906956521735
2024,PSG,0.7520159528791733
2025,PSG,0.7610440833139556
2026,PSG,0.7722741267922165
2027,PSG,0.7856500833139558
2028,PSG,0.8011999528791738
2029,PSG,0.8184889528791731
2030,PSG,0.838821431140043
2031,PSG,0.7708684311400432
2032,PSG,0.7657414311400431
2033,PSG,0.7606144311400431
2034,PSG,0.755487431140043
2035,PSG,0.7270924406011712
2036,PSG,0.6915056521739132
2037,PSG,0.7034824924316919
2038,PSG,0.6285051267922166
2039,PSG,0.5358988695652169
2040,PSG,0.4486637391304347
2041,PSG,0.3695076956521737
2042,PSG,0.2881797391304344
2043,PSG,0.2046758695652168
2044,PSG,0.119433869565217
2045,PSG,0.0311473913043473
2046,PSG,0.0311473913043473
2047,PSG,0.0311473913043473
2048,PSG,0.0311473913043473
2049,PSG,0.0311473913043473
2021,FRT,1.6323117043740574
2022,FRT,1.6887849367887013
2023,FRT,1.7467745695872754
2024,FRT,1.8063686027697796
2025,FRT,1.8680577956945015
2026,FRT,1.9317982706705052
2027,FRT,1.9976339053887298
2028,FRT,2.0660555815165225
2029,FRT,2.003916208788655
2030,FRT,1.9139786758118287
2031,FRT,1.8222765688599571
2032,FRT,1.8222765688599567
2033,FRT,1.8208945688599567
2034,FRT,1.8195125688599572
2035,FRT,1.7819075593988303
2036,FRT,1.7424943478260893
2037,FRT,1.6325175075683067
2038,FRT,1.4137852081030664
2039,FRT,1.1934525082538954
2040,FRT,0.9710246486625072
2041,FRT,0.7465415070198361
2042,FRT,0.5199672056349458
2043,FRT,0.2908228628404856
2044,FRT,0.19191645779057487
2045,FRT,0.1211113241007355
2046,FRT,0.0497714310526072
2047,FRT,0.0497714310526072
2048,FRT,0.0497714310526072
2049,FRT,0.0497714310526072
