YEAR,TECHNOLOGY:Service,VALUE
2023,PSG,9042.080283328769
2024,PSG,9263.098246328771
2025,PSG,9505.444029328775
2026,PSG,9460.563080136995
2027,PSG,9450.04643694521
2028,PSG,9323.186866753433
2029,PSG,9221.280020561644
2030,PSG,9143.621032369867
2031,PSG,9095.151283178087
2032,PSG,9073.399955986308
2033,PSG,9078.040504794524
2034,PSG,9112.681737602747
2035,PSG,9180.672285410961
2036,PSG,9279.311393219185
2037,PSG,9408.5006210274
2038,PSG,9574.84054983562
2039,PSG,9774.28094864384
2040,PSG,10011.323813452062
2041,PSG,10287.341668260275
2042,PSG,10436.217818068495
2043,PSG,10748.994614999996
2044,PSG,11083.126470999996
2045,PSG,11441.802662999993
2046,PSG,11700.102919999998
2047,PSG,11784.137722999998
2048,PSG,12029.391067999999
2049,PSG,11932.70742
2050,PSG,11687.076821999995
2021,PSG,8171.1939520000005
2022,PSG,8660.128793999998
2021,FRT,4664.690349999997
2022,FRT,4827.21548
2023,FRT,4992.77738
2024,FRT,5165.783006000001
2025,FRT,5312.6527323124965
2026,FRT,5375.645000224998
2027,FRT,5444.4060491374985
2028,FRT,5514.075641006248
2029,FRT,5590.766164918748
2030,FRT,5670.916260831247
2031,FRT,5754.557918743748
2032,FRT,5842.604559656247
2033,FRT,5933.6861135687495
2034,FRT,5748.971480481246
2035,FRT,5564.278689393746
2036,FRT,5379.338274262497
2037,FRT,5194.691219174996
2038,FRT,5010.069071087497
2039,FRT,4825.466164999995
2040,FRT,4640.587281912496
2041,FRT,4456.193398824993
2042,FRT,4271.8186307374945
2043,FRT,4087.4789056062455
2044,FRT,3902.857758518746
2045,FRT,3718.7081614312456
2046,FRT,3724.0829713437456
2047,FRT,3384.929707256246
2048,FRT,3040.5168231687458
2049,FRT,2690.4095760812306
2050,FRT,2364.95313800001
