YEAR,TECHNOLOGY:TraMode,VALUE
2024,MCY,21.940000000000005
2025,MCY,23.260000000000005
2026,MCY,23.626000000000005
2027,MCY,24.075000000000003
2028,MCY,24.604
2029,MCY,25.211999999999996
2030,MCY,25.906999999999996
2031,MCY,26.696999999999996
2032,MCY,27.579000000000004
2033,MCY,28.559999999999995
2034,MCY,29.639000000000003
2035,MCY,30.833
2036,MCY,32.138
2037,MCY,33.561
2038,MCY,35.109000000000016
2039,MCY,36.78
2040,MCY,38.596000000000004
2041,MCY,40.547
2042,MCY,42.655
2043,MCY,44.908
2044,MCY,47.338
2045,MCY,49.932
2046,MCY,52.70400000000001
2047,MCY,55.673
2048,MCY,58.83699999999999
2049,MCY,62.207
2050,MCY,65.795
2021,MCY,18.42
2022,MCY,19.530000000000005
2023,MCY,20.7
2041,CAR,27.794000000000004
2042,CAR,29.01599999999999
2043,CAR,30.310000000000002
2044,CAR,31.701999999999998
2045,CAR,33.169
2046,CAR,34.721
2047,CAR,36.367
2048,CAR,38.10699999999999
2049,CAR,39.93300000000001
2050,CAR,41.85900000000001
2032,CAR,20.125000000000004
2033,CAR,20.701
2034,CAR,21.343
2035,CAR,22.058999999999997
2036,CAR,22.836000000000002
2037,CAR,23.677000000000007
2038,CAR,24.597000000000005
2039,CAR,25.58299999999999
2040,CAR,26.647999999999996
2021,CAR,14.020000000000001
2022,CAR,14.859999999999998
2023,CAR,15.75
2024,CAR,16.689999999999998
2025,CAR,17.69
2026,CAR,17.878999999999998
2027,CAR,18.108000000000004
2028,CAR,18.393
2029,CAR,18.742
2030,CAR,19.143000000000004
2031,CAR,19.602000000000007
2048,BUS,37.727
2049,BUS,39.95300000000002
2050,BUS,42.319
2045,BUS,31.87500000000001
2046,BUS,33.70199999999999
2047,BUS,35.64999999999999
2021,BUS,11.460000000000004
2022,BUS,12.14
2023,BUS,12.87
2024,BUS,13.64
2025,BUS,14.459999999999996
2026,BUS,14.711000000000004
2027,BUS,15.008
2028,BUS,15.358999999999998
2029,BUS,15.756
2030,BUS,16.206999999999997
2031,BUS,16.727999999999998
2032,BUS,17.301000000000002
2033,BUS,17.934
2034,BUS,18.636000000000003
2035,BUS,19.414000000000005
2036,BUS,20.267
2037,BUS,21.186000000000003
2038,BUS,22.195
2039,BUS,23.285
2040,BUS,24.465
2041,BUS,25.74
2042,BUS,27.117999999999995
2043,BUS,28.58899999999999
2044,BUS,30.178
2021,RAI,0.6289999999999998
2022,RAI,0.7100000000000001
2023,RAI,0.7910000000000001
2024,RAI,0.8720000000000001
2025,RAI,0.952
2026,RAI,1.308
2027,RAI,1.6769999999999998
2028,RAI,2.065
2029,RAI,2.476
2030,RAI,2.913
2031,RAI,3.382
2032,RAI,3.888
2033,RAI,4.435
2034,RAI,5.028
2035,RAI,5.676
2036,RAI,6.383000000000001
2037,RAI,7.155
2038,RAI,8.002
2039,RAI,8.928
2040,RAI,9.945000000000002
2041,RAI,11.061
2042,RAI,12.286
2043,RAI,13.626
2044,RAI,15.1
2045,RAI,16.712
2046,RAI,18.480000000000004
2047,RAI,20.418
2048,RAI,22.537
2049,RAI,24.856
2050,RAI,27.39099999999999
2021,AIR,0.6539999999999999
2022,AIR,0.687
2023,AIR,0.721
2024,AIR,0.755
2025,AIR,0.7889999999999999
2026,AIR,0.7939999999999999
2027,AIR,0.7990000000000002
2028,AIR,0.805
2029,AIR,0.8139999999999998
2030,AIR,0.8229999999999998
2031,AIR,0.8339999999999999
2032,AIR,0.8450000000000002
2033,AIR,0.8580000000000001
2034,AIR,0.8730000000000001
2035,AIR,0.889
2036,AIR,0.906
2037,AIR,0.9239999999999998
2038,AIR,0.944
2039,AIR,0.966
2040,AIR,0.9879999999999995
2041,AIR,1.0119999999999998
2042,AIR,1.036
2043,AIR,1.0619999999999996
2044,AIR,1.089
2045,AIR,1.1170000000000002
2046,AIR,1.146
2047,AIR,1.1759999999999995
2048,AIR,1.2059999999999995
2049,AIR,1.2379999999999998
2050,AIR,1.2709999999999997
