YEAR,TECHNOLOGY:Type,VALUE
2021,HYD,15.6228
2022,HYD,12.972000000000001
2023,HYD,2.9046000000000003
2023,SOL,0.3349
2024,COA,0.0010099021630535
2024,HYD,7.820799999999999
2025,COA,24.85831281632975
2025,HYD,22.710400000000003
2025,SOL,7.861157694629424
2026,HYD,8.93
2026,SOL,0.4560251246646611
2027,SOL,3.4148955461275423
2028,HYD,0.7172933513989261
2028,SOL,2.1989506672855685
2028,PEM,0.0179265820263467
2029,HYD,16.659546648601076
2029,SOL,23.579041755689985
2029,PEM,0.0184714333660891
2030,SOL,78.79999999999998
2030,PEM,0.0190649321468801
2031,HYD,2.7297599999999997
2031,SOL,78.79999999999998
2031,PEM,0.0196389719512512
2032,HYD,2.7297599999999997
2032,SOL,64.5372
2032,PEM,0.0202713886848813
2033,HYD,2.7297599999999997
2033,SOL,23.788690387146296
2033,PEM,0.0443202954010441
2034,HYD,2.7297599999999997
2034,SOL,19.7
2034,PEM,0.0449857360840046
2035,HYD,2.7297599999999997
2035,SOL,3.809738824456518
2035,PEM,0.0457686198387843
2036,HYD,10.394519999999998
2036,PEM,0.0305351453300843
2037,HYD,10.394519999999998
2037,PEM,0.0311951885280923
2038,HYD,12.287679999999998
2038,PEM,0.130756831377171
2039,HYD,12.287679999999998
2039,PEM,0.1335295196830232
2040,HYD,12.287679999999998
2040,PEM,0.1499106938759365
2041,HYD,9.55792
2041,WND,5.925000000000001
2041,SOE,0.1010922146812706
2042,HYD,9.55792
2042,WND,5.925000000000001
2042,SOE,0.1025420409267362
2043,HYD,9.55792
2043,WND,5.925000000000001
2043,SOE,0.1025241133795468
2044,HYD,9.55792
2044,WND,5.925000000000001
2044,SOE,0.1004498856272484
2045,HYD,9.55792
2045,WND,7.160592756532436
2045,SOE,0.1046453383730054
2046,HYD,9.55792
2046,WND,6.816803322113018
2046,SOE,0.1049190001243715
2047,HYD,9.557919999999998
2047,WND,7.730892292590232
2047,SOE,0.0373718111376421
2048,HYD,7.66476
2048,SOL,0.3349000000000003
2048,WND,10.12871162876431
2048,SOE,0.0380919256812393
2049,HYD,7.66476
2049,WND,11.850000000000001
2049,SOE,0.0545381302879186
2050,HYD,7.66476
2050,SOL,7.86115769462942
2050,WND,11.850000000000001
2050,SOE,1.2242638798933594
2051,HYD,7.66476
2051,SOL,0.4560251246646567
2051,WND,11.850000000000001
2051,SOE,0.0342641099990813
2052,HYD,7.66476
2052,SOL,3.4148955461275583
2052,WND,5.925000000000001
2052,SOE,0.0354723226755961
2053,HYD,7.66476
2053,SOL,2.1989506672855637
2053,WND,5.925000000000001
2053,SOE,0.0358904882023125
2054,HYD,7.66476
2054,SOL,23.57904175568998
2054,WND,5.925000000000001
2054,SOE,0.0357627354946853
2055,COA,4.445318312566635
2055,HYD,7.5951999999999975
2055,SOL,78.79999999999998
2055,SOE,0.0396637674603582
