YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.81645661039323
2022,EXPE,20.752083505782622
2023,EXPE,16.99047017279384
2024,EXPE,3.4519604245919884
2025,EXPE,1.8422543405629133
2026,EXPE,0.6647142122401501
2029,EXPE,2.43335912244676
2030,EXPE,16.305485746404248
2031,EXPE,35.109631032692
2032,EXPE,51.184111352700306
2033,EXPE,57.30498144635083
2034,EXPE,61.03038852987365
2035,EXPE,68.36591258465987
2036,EXPE,69.79573181921364
2037,EXPE,71.7396036053976
2038,EXPE,73.124975305198
2039,EXPE,77.8975542090464
2040,EXPE,85.86385667230488
2041,EXPE,86.04910616468176
2042,EXPE,88.95063289809562
2043,EXPE,95.62818321859937
2044,EXPE,97.46680035456819
2045,EXPE,98.16851763954719
2046,EXPE,104.48071671558279
2047,EXPE,106.39371462117609
2048,EXPE,109.0878662665437
2049,EXPE,117.604581272196
2050,EXPE,124.81234912866893
2051,EXPE,127.97940620934871
2052,EXPE,128.0538389260901
2053,EXPE,127.55821934678859
2054,EXPE,127.01579629712808
2055,EXPE,120.33894863063317
