YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393224
2022,EXPE,20.752083505782615
2023,EXPE,16.990470172793827
2024,EXPE,3.4520431304611887
2025,EXPE,2.844707586758992
2026,EXPE,1.148661604978664
2029,EXPE,2.9515987334236344
2030,EXPE,17.243341976666215
2031,EXPE,36.06318431153611
2032,EXPE,52.18131330618926
2033,EXPE,58.46367804386062
2034,EXPE,62.27078161882713
2035,EXPE,69.93917101159515
2036,EXPE,71.5480401599686
2037,EXPE,73.01080192104772
2038,EXPE,74.1487918061855
2039,EXPE,78.7070648341739
2040,EXPE,84.9495440169386
2041,EXPE,84.98769627901746
2042,EXPE,87.29602086569837
2043,EXPE,93.98504078355882
2044,EXPE,95.51560646790176
2045,EXPE,96.32044448734428
2046,EXPE,104.01904533844126
2047,EXPE,105.72698386254291
2048,EXPE,107.99070528361155
2049,EXPE,116.58192863282336
2050,EXPE,124.19812432002216
2051,EXPE,127.1876629322914
2052,EXPE,126.61779198228261
2053,EXPE,125.70982776910583
2054,EXPE,124.73234993244259
2055,EXPE,117.78442973042038
