YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393224
2022,EXPE,21.235458704130117
2023,EXPE,17.476589160634806
2024,EXPE,3.651914944567314
2025,EXPE,1.8932039095447588
2026,EXPE,0.4334832283197077
2029,EXPE,2.538650763065384
2030,EXPE,16.260223238053236
2031,EXPE,35.27610479779114
2032,EXPE,51.62021479179952
2033,EXPE,57.78970341110532
2034,EXPE,61.75309258067387
2035,EXPE,69.34864879295476
2036,EXPE,71.08947285203544
2037,EXPE,72.25133015587502
2038,EXPE,73.35554994471273
2039,EXPE,78.558351070587
2040,EXPE,85.48768213101933
2041,EXPE,85.53383585633887
2042,EXPE,87.90208470808355
2043,EXPE,94.73440154061944
2044,EXPE,96.04335639984862
2045,EXPE,96.62662644154908
2046,EXPE,106.04805756283278
2047,EXPE,107.76489995663398
2048,EXPE,109.81357509947205
2049,EXPE,118.48256911716267
2050,EXPE,126.09551702103018
2051,EXPE,129.08196029768607
2052,EXPE,128.53618474331327
2053,EXPE,127.58135500676063
2054,EXPE,126.80804751154675
2055,EXPE,122.13428418231837
