YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393224
2022,EXPE,21.235458704130146
2023,EXPE,17.476589160634813
2024,EXPE,3.651914944567324
2025,EXPE,2.747363944608105
2026,EXPE,1.145161539514567
2029,EXPE,3.2867763124863525
2030,EXPE,17.840532227956
2031,EXPE,37.07843897176747
2032,EXPE,53.31930288706641
2033,EXPE,59.07446689532391
2034,EXPE,63.004248724411376
2035,EXPE,71.74909461656131
2036,EXPE,73.50535648626315
2037,EXPE,74.9143756013743
2038,EXPE,76.9762955063928
2039,EXPE,83.42329590300193
2040,EXPE,91.5085414988874
2041,EXPE,93.4173603236903
2042,EXPE,97.17168525461047
2043,EXPE,104.1773937456672
2044,EXPE,106.33743745242205
2045,EXPE,107.68749238003316
2046,EXPE,116.79601800106147
2047,EXPE,119.25144174735024
2048,EXPE,121.81016110776994
2049,EXPE,130.94957371186803
2050,EXPE,139.50935221054877
2051,EXPE,143.23345812084023
2052,EXPE,143.75613946061037
2053,EXPE,143.82479769704355
2054,EXPE,143.8245061128619
2055,EXPE,138.7533102022659
