YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393224
2022,EXPE,21.23545870413013
2023,EXPE,17.476589160634767
2024,EXPE,3.6415190832466298
2025,EXPE,2.849744520805386
2026,EXPE,1.149123568247746
2027,EXPE,0.0346628336610964
2029,EXPE,3.124842366686271
2030,EXPE,17.60093082026152
2031,EXPE,36.77490253496508
2032,EXPE,52.95971838774695
2033,EXPE,59.50851058181768
2034,EXPE,63.39075834674536
2035,EXPE,71.36363912203957
2036,EXPE,72.81947814904774
2037,EXPE,73.93367975573118
2038,EXPE,75.57805695697644
2039,EXPE,81.3505699450829
2040,EXPE,88.82635267922882
2041,EXPE,89.09139991264878
2042,EXPE,91.54502785923243
2043,EXPE,97.54966081925099
2044,EXPE,98.65936360125293
2045,EXPE,98.75903254735923
2046,EXPE,105.92521447005396
2047,EXPE,107.22079614862973
2048,EXPE,108.87574369992171
2049,EXPE,116.63812101528356
2050,EXPE,124.04183205027957
2051,EXPE,126.53292054627079
2052,EXPE,124.68679300406212
2053,EXPE,122.65092957149007
2054,EXPE,121.03051241213709
2055,EXPE,113.55589149464727
