YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393217
2022,EXPE,21.235458704130153
2023,EXPE,17.323864236898785
2024,EXPE,3.533394408554773
2025,EXPE,2.061692033734007
2026,EXPE,1.2147560358037937
2027,EXPE,0.0570620192259394
2029,EXPE,2.7956456661176983
2030,EXPE,16.493882294664214
2031,EXPE,35.30379169598214
2032,EXPE,51.48742341419415
2033,EXPE,58.116067372991694
2034,EXPE,62.031858622461556
2035,EXPE,71.0288955996189
2036,EXPE,72.62135079405817
2037,EXPE,73.53519471118456
2038,EXPE,74.62533637189725
2039,EXPE,80.00899957484617
2040,EXPE,86.80701843256986
2041,EXPE,87.03774830706968
2042,EXPE,89.69117219339655
2043,EXPE,96.29968848775977
2044,EXPE,97.3847336201774
2045,EXPE,97.8362421146979
2046,EXPE,104.41239149714984
2047,EXPE,105.52522889677209
2048,EXPE,107.23404059283614
2049,EXPE,115.36455344498819
2050,EXPE,122.37200886118418
2051,EXPE,124.58657327697138
2052,EXPE,122.23754993460363
2053,EXPE,119.75318033941119
2054,EXPE,117.13419816033327
2055,EXPE,108.46666551506898
