YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393228
2022,EXPE,20.75208350578263
2023,EXPE,16.837745249057832
2024,EXPE,3.3246082879723597
2025,EXPE,1.826392016656289
2026,EXPE,0.349502616983669
2029,EXPE,2.051783587638232
2030,EXPE,15.575520877214167
2031,EXPE,34.62621895975378
2032,EXPE,50.916477568499204
2033,EXPE,56.13812934249565
2034,EXPE,59.977252998775356
2035,EXPE,68.1207281032873
2036,EXPE,69.58547506188287
2037,EXPE,70.523769027964
2038,EXPE,72.21710985862563
2039,EXPE,77.02007982211776
2040,EXPE,83.75180918994678
2041,EXPE,83.21463764816805
2042,EXPE,84.0350414912136
2043,EXPE,89.89003238619684
2044,EXPE,90.84031677365977
2045,EXPE,90.90916473884324
2046,EXPE,99.18973018397016
2047,EXPE,100.85889223931373
2048,EXPE,103.17154965436087
2049,EXPE,111.78334946290279
2050,EXPE,117.90993275399754
2051,EXPE,120.93933748966812
2052,EXPE,120.36326026741976
2053,EXPE,119.68283850965311
2054,EXPE,118.92027484825414
2055,EXPE,114.19808995979587
