YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.81645661039322
2022,EXPE,20.67137357980278
2023,EXPE,16.756595435121074
2024,EXPE,3.1645778821598163
2025,EXPE,2.4080330566021457
2026,EXPE,0.4830137388765936
2029,EXPE,2.2177537085784094
2030,EXPE,16.169612737324947
2031,EXPE,35.16436969858261
2032,EXPE,51.314040132900054
2033,EXPE,56.34912863124846
2034,EXPE,60.005918459587264
2035,EXPE,66.90026212504169
2036,EXPE,68.07415542119378
2037,EXPE,68.71715496544392
2038,EXPE,70.14889740326294
2039,EXPE,75.31076223080774
2040,EXPE,82.47443691502339
2041,EXPE,81.76669940983146
2042,EXPE,81.7874014417121
2043,EXPE,87.35444555780089
2044,EXPE,87.96667542805906
2045,EXPE,87.797189570846
2046,EXPE,95.16877673748569
2047,EXPE,96.46137533411932
2048,EXPE,98.51544536995914
2049,EXPE,106.0074352265787
2050,EXPE,112.0252135917575
2051,EXPE,114.77622564743534
2052,EXPE,113.92892528824834
2053,EXPE,112.96742772297598
2054,EXPE,111.93837205831231
2055,EXPE,105.06326828632575
