YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393224
2022,EXPE,20.943211183358514
2023,EXPE,17.1826395408753
2024,EXPE,3.4665290090903333
2025,EXPE,1.9743772618213704
2026,EXPE,0.4583836886655399
2029,EXPE,2.104380394643907
2030,EXPE,15.52080973752449
2031,EXPE,34.23325754678798
2032,EXPE,50.49845988954138
2033,EXPE,55.88632344303804
2034,EXPE,59.70824650134087
2035,EXPE,67.21053688283193
2036,EXPE,68.7686811148576
2037,EXPE,69.92823893472801
2038,EXPE,70.87730920711807
2039,EXPE,75.85766369662124
2040,EXPE,82.40422727970025
2041,EXPE,81.87974632693584
2042,EXPE,81.9376388917489
2043,EXPE,88.10563839616808
2044,EXPE,89.19357323067526
2045,EXPE,89.2015276057011
2046,EXPE,98.21151795305492
2047,EXPE,99.56131760657095
2048,EXPE,101.48819499065007
2049,EXPE,109.30160826043073
2050,EXPE,115.91964112889687
2051,EXPE,117.90788046315714
2052,EXPE,115.36584128888134
2053,EXPE,112.65818785946314
2054,EXPE,111.3180658934438
2055,EXPE,106.26085737081776
