YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393224
2022,EXPE,20.60447091184874
2023,EXPE,16.689328131992816
2024,EXPE,3.2635360557555564
2025,EXPE,1.6763698099458293
2026,EXPE,0.2771482955767741
2029,EXPE,1.9665579804459932
2030,EXPE,15.440115188026724
2031,EXPE,34.31296019739472
2032,EXPE,50.678373666005825
2033,EXPE,55.776383145900894
2034,EXPE,59.57970789441097
2035,EXPE,67.52480595129228
2036,EXPE,68.8163772889331
2037,EXPE,69.91115723583083
2038,EXPE,71.48691494353598
2039,EXPE,75.86620321968819
2040,EXPE,82.9113574493316
2041,EXPE,82.39437687671946
2042,EXPE,82.47975362320375
2043,EXPE,88.40596981676464
2044,EXPE,89.0583941695053
2045,EXPE,88.64768185278979
2046,EXPE,96.96542809601115
2047,EXPE,98.40253343315133
2048,EXPE,100.45759343106755
2049,EXPE,108.8781228879451
2050,EXPE,114.94561813858024
2051,EXPE,117.70647853141934
2052,EXPE,116.8400232859323
2053,EXPE,115.8401034203344
2054,EXPE,114.73347944481011
2055,EXPE,109.6114348115891
