YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393224
2022,EXPE,21.087954799521125
2023,EXPE,17.17544711983377
2024,EXPE,3.430321508401976
2025,EXPE,1.9431197447271475
2026,EXPE,0.5094454275774815
2029,EXPE,2.17306548160678
2030,EXPE,15.399848076123961
2031,EXPE,33.65699912154316
2032,EXPE,49.63859050686451
2033,EXPE,54.44923634596938
2034,EXPE,58.03040505472417
2035,EXPE,64.90551423411083
2036,EXPE,65.85964647545785
2037,EXPE,66.3443095417994
2038,EXPE,66.83850699447983
2039,EXPE,71.22526704914503
2040,EXPE,77.43144373894701
2041,EXPE,76.3332772087979
2042,EXPE,75.04268546297098
2043,EXPE,77.48493578657072
2044,EXPE,77.10231454140728
2045,EXPE,76.91605108260099
2046,EXPE,85.03614438729626
2047,EXPE,86.34554892340779
2048,EXPE,87.95508282468583
2049,EXPE,95.574780412248
2050,EXPE,101.94048453304318
2051,EXPE,103.72122475804203
2052,EXPE,102.13293363430161
2053,EXPE,100.3684104670552
2054,EXPE,98.45447554980278
2055,EXPE,92.56554393430778
