YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.81645661039322
2022,EXPE,21.235458704130124
2023,EXPE,17.476589160634752
2024,EXPE,3.6518322386981055
2025,EXPE,2.3443544035627752
2026,EXPE,1.561926720765416
2027,EXPE,0.183188605561165
2029,EXPE,3.39685330546494
2030,EXPE,17.676323096323017
2031,EXPE,36.99439794226109
2032,EXPE,53.274188480760806
2033,EXPE,60.03077454194181
2034,EXPE,63.91603444673299
2035,EXPE,73.10954574914841
2036,EXPE,74.74843241396567
2037,EXPE,75.64244923886544
2038,EXPE,77.2727837557336
2039,EXPE,83.26161556943913
2040,EXPE,90.73934469166056
2041,EXPE,92.1440900297185
2042,EXPE,95.23400473500645
2043,EXPE,101.58120463381186
2044,EXPE,103.0361001931742
2045,EXPE,103.52768324589967
2046,EXPE,109.51974533341398
2047,EXPE,110.83750720663566
2048,EXPE,112.23692353429809
2049,EXPE,120.04442205764323
2050,EXPE,127.31818690915907
2051,EXPE,129.5911548846071
2052,EXPE,127.52744265361768
2053,EXPE,125.06582972508536
2054,EXPE,122.45457523452885
2055,EXPE,113.78681810905125
