YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.81645661039322
2022,EXPE,21.087954799521132
2023,EXPE,17.17544711983378
2024,EXPE,3.463486690362894
2025,EXPE,2.00743878690288
2026,EXPE,1.21520659785532
2027,EXPE,0.0632477169322802
2029,EXPE,2.8810963447272115
2030,EXPE,16.794812954130283
2031,EXPE,35.22356335051511
2032,EXPE,51.27125123415279
2033,EXPE,57.857380168829266
2034,EXPE,61.6547454983411
2035,EXPE,70.24354164879688
2036,EXPE,71.47326239735861
2037,EXPE,72.01692655261392
2038,EXPE,72.71848438783721
2039,EXPE,77.70512919498827
2040,EXPE,84.51526887248812
2041,EXPE,84.10610550768189
2042,EXPE,85.00300992705951
2043,EXPE,90.40637739940863
2044,EXPE,90.88895356709371
2045,EXPE,90.76725982488956
2046,EXPE,97.80022778138934
2047,EXPE,99.42109301089079
2048,EXPE,101.43234277118296
2049,EXPE,109.59186135448336
2050,EXPE,116.52975972257283
2051,EXPE,119.00108574064403
2052,EXPE,117.81129551588747
2053,EXPE,116.45674874906003
2054,EXPE,114.95876094359755
2055,EXPE,107.13708793791916
