YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.81645661039322
2022,EXPE,20.75208350578262
2023,EXPE,16.990470172793827
2024,EXPE,3.4520431304611936
2025,EXPE,2.8596621005280696
2026,EXPE,1.160251149295887
2027,EXPE,0.0187375218665043
2029,EXPE,3.0965922516275004
2030,EXPE,17.57082729235621
2031,EXPE,36.71766611457291
2032,EXPE,52.89020515186894
2033,EXPE,59.22323942399386
2034,EXPE,63.10889936179444
2035,EXPE,71.20023455377938
2036,EXPE,72.89984133888998
2037,EXPE,75.34944147885287
2038,EXPE,76.67013159177395
2039,EXPE,81.36926236606733
2040,EXPE,87.61138117734805
2041,EXPE,88.14721037037135
2042,EXPE,91.37086296953808
2043,EXPE,98.14698583466847
2044,EXPE,99.84367786914247
2045,EXPE,100.87088078240815
2046,EXPE,107.94622570474368
2047,EXPE,109.54088149506792
2048,EXPE,111.48803507071374
2049,EXPE,120.10212442576862
2050,EXPE,127.58682651292534
2051,EXPE,130.3433977080217
2052,EXPE,128.867067614125
2053,EXPE,126.95119720835854
2054,EXPE,125.35559017191085
2055,EXPE,117.55469455748525
