YEAR,TECHNOLOGY:SubSector,VALUE
2021,EXPE,16.816456610393235
2022,EXPE,20.752083505782622
2023,EXPE,16.990470172793806
2024,EXPE,3.4520431304612056
2025,EXPE,1.9204176704078184
2026,EXPE,0.4010221192622574
2029,EXPE,2.148576872805948
2030,EXPE,15.777659662569816
2031,EXPE,34.80452398669867
2032,EXPE,51.05622616307716
2033,EXPE,56.63462863541574
2034,EXPE,60.536638710906544
2035,EXPE,68.32398752238055
2036,EXPE,69.99412351613435
2037,EXPE,72.79429802740536
2038,EXPE,74.62653043151616
2039,EXPE,79.54281075063298
2040,EXPE,85.23450816429022
2041,EXPE,84.84462645972889
2042,EXPE,86.31668422679579
2043,EXPE,92.31347810780372
2044,EXPE,93.09161937435026
2045,EXPE,93.09131566165459
2046,EXPE,101.33101835607883
2047,EXPE,103.39843363942454
2048,EXPE,106.56354850596342
2049,EXPE,115.1750760181978
2050,EXPE,123.14085430099698
2051,EXPE,126.25585904431288
2052,EXPE,124.99656483314487
2053,EXPE,123.65113223736518
2054,EXPE,122.23645519101652
2055,EXPE,116.9412252975681
