YEAR,TECHNOLOGY:Type,VALUE
2021,GAS,2332.4988
2022,GAS,2099.255
2023,GAS,1866.001
2024,GAS,1632.7469999999998
2025,GAS,1399.503
2026,GAS,1166.249
2027,GAS,933.0009999999999
2028,GAS,699.751
2029,GAS,466.5
2030,GAS,233.25
2021,DSLBDL,359.164
2022,DSLBDL,389.9578260869564
2023,DSLBDL,424.95269565217376
2024,DSLBDL,465.1349594972376
2025,DSLBDL,506.20008993202003
2026,DSLBDL,549.440133410281
2027,DSLBDL,594.8520899320202
2028,DSLBDL,642.4389594972379
2029,DSLBDL,691.7649594972376
2030,DSLBDL,744.1344377581074
2031,DSLBDL,708.2184377581073
2032,DSLBDL,708.2184377581073
2033,DSLBDL,708.2184377581073
2034,DSLBDL,708.2184377581073
2035,DSLBDL,708.2184377581073
2036,DSLBDL,708.2184377581073
2037,DSLBDL,672.6550029754983
2038,DSLBDL,601.7441334102809
2039,DSLBDL,525.6448695652172
2040,DSLBDL,448.6637391304346
2041,DSLBDL,369.50769565217377
2042,DSLBDL,288.1797391304344
2043,DSLBDL,204.67586956521683
2044,DSLBDL,119.43386956521708
2045,DSLBDL,31.14739130434737
2046,DSLBDL,31.14739130434737
2047,DSLBDL,31.14739130434737
2048,DSLBDL,31.14739130434737
2049,DSLBDL,31.14739130434737
2050,DSLBDL,31.14739130434737
2051,DSLBDL,31.14739130434737
2022,ELC,223.23411114352885
2023,ELC,584.4397821467959
2024,ELC,949.7992221628862
2025,ELC,1325.5945338500758
2026,ELC,1708.5742230053254
2027,ELC,2103.00287364222
2028,ELC,2506.028343285274
2029,ELC,2920.5240347634062
2030,ELC,3346.4798178044803
2031,ELC,3874.3560840945092
2032,ELC,4150.436193337626
2033,ELC,4440.594219877162
2034,ELC,4749.550660989185
2035,ELC,5078.169910409231
2036,ELC,5441.900310012394
2037,ELC,5828.859952775542
2038,ELC,6288.557844677851
2039,ELC,6779.704091472035
2040,ELC,7294.289847446503
2041,ELC,7838.747178777182
2042,ELC,8411.66077400727
2043,ELC,9017.746999759045
2044,ELC,9655.155762539503
2045,ELC,10330.348689487008
2046,ELC,10952.002953970286
2047,ELC,11611.696960097712
2048,ELC,12309.865490287146
2049,ELC,13049.82486005751
2050,ELC,13866.006256479335
2051,ELC,14697.5515917748
2052,ELC,15579.777928582394
2053,ELC,16515.550541176377
2054,ELC,17505.31234377337
2055,ELC,18556.09010094919
2021,JET,0.01
2022,JET,0.0094999999999999
2023,JET,0.0089999999999999
2024,JET,0.0085
2025,JET,0.008
2026,JET,0.0074999999999999
2027,JET,0.007
2028,JET,0.0064999999999999
2029,JET,0.006
2030,JET,0.0054999999999999
2031,JET,0.005
2032,JET,0.0044999999999999
2033,JET,0.004
2034,JET,0.0035
2035,JET,0.003
2036,JET,0.0025
2037,JET,0.002
2038,JET,0.0015
2039,JET,0.001
2022,H2,0.001017213114754
2023,H2,0.0020344262295081
2024,H2,0.0030518032786885
2025,H2,0.0040690163934426
2026,H2,0.0050862295081967
2027,H2,0.0061034426229508
2028,H2,0.0071206557377049
2029,H2,0.008137868852459
2030,H2,0.0091552459016393
2031,H2,0.0101724590163934
2032,H2,0.0111896721311475
2033,H2,0.0122068852459016
2034,H2,0.0132240983606557
2035,H2,0.0153595595659665
2036,H2,0.0177586885245901
2037,H2,0.0177586885245901
2038,H2,0.0177586885245901
2039,H2,0.0183103278688524
2040,H2,0.0198275409836065
2041,H2,0.0203447540983606
2042,H2,0.0208621311475409
2043,H2,0.021379344262295
2044,H2,0.0218965573770491
2045,H2,0.0224137704918032
2046,H2,0.0229309836065573
2047,H2,0.0234481967213114
2048,H2,0.0239655737704917
2049,H2,0.0244827868852458
2050,H2,0.0249999999999999
2051,H2,0.0255250819672131
2052,H2,0.0260609836065573
2053,H2,0.0266083606557376
2054,H2,0.0271670491803278
2055,H2,0.0277375409836065
