YEAR,TECHNOLOGY:Type,VALUE
2021,GAS,2332.4988
2022,GAS,2099.255
2023,GAS,1866.001
2024,GAS,1632.7469999999998
2025,GAS,1399.503
2026,GAS,1166.249
2027,GAS,933.0009999999999
2028,GAS,699.751
2029,GAS,466.5
2030,GAS,233.25
2021,DSLBDL,359.164
2022,DSLBDL,390.95136267232226
2023,DSLBDL,426.9686062212794
2024,DSLBDL,467.78015305761755
2025,DSLBDL,509.9204379639447
2026,DSLBDL,483.4883933495539
2027,DSLBDL,448.44896119644295
2028,DSLBDL,419.94570967741913
2029,DSLBDL,401.04999318536744
2030,DSLBDL,398.494784035041
2031,DSLBDL,388.215869505126
2032,DSLBDL,388.215869505126
2033,DSLBDL,388.215869505126
2034,DSLBDL,388.215869505126
2035,DSLBDL,388.215869505126
2036,DSLBDL,388.215869505126
2037,DSLBDL,320.5115068328039
2038,DSLBDL,248.5782632838466
2039,DSLBDL,171.84971644750854
2040,DSLBDL,93.79343154118138
2041,DSLBDL,84.30947615557224
2042,DSLBDL,83.43290830868317
2043,DSLBDL,76.01915982770707
2044,DSLBDL,58.99887631975873
2045,DSLBDL,25.637085470085207
2022,ELC,222.24057455816305
2023,ELC,582.4238715776901
2024,ELC,947.1540286025062
2025,ELC,1321.8741858181506
2026,ELC,1590.4616360731802
2027,ELC,1869.8012389176192
2028,ELC,2156.9275839087722
2029,ELC,2454.4264055602052
2030,ELC,2763.185733562129
2031,ELC,3081.9596516468973
2032,ELC,3189.434201274883
2033,ELC,3306.7109439620544
2034,ELC,3437.4405097688705
2035,ELC,3581.6054291914484
2036,ELC,3738.9979991640166
2037,ELC,3931.5339305332973
2038,ELC,4192.499757478277
2039,ELC,4471.474583997706
2040,ELC,4768.054976428957
2041,ELC,5020.829089280108
2042,ELC,5277.814728817795
2043,ELC,5562.74019025492
2044,ELC,5877.197789490798
2045,ELC,6236.0852099555
2046,ELC,6605.428451641778
2047,ELC,6974.158247398276
2048,ELC,7367.516640951628
2049,ELC,7792.2125879070845
2050,ELC,8241.088867699671
2051,ELC,8733.175945985959
2052,ELC,9257.583594230657
2053,ELC,9816.10658432768
2054,ELC,10408.293943052055
2055,ELC,11038.619545861315
2021,JET,0.01
2022,JET,0.010517213114754
2023,JET,0.0110344262295081
2024,JET,0.0115518032786885
2025,JET,0.0120690163934426
2026,JET,0.0121395081967213
2027,JET,0.0122262295081967
2028,JET,0.0123303278688524
2029,JET,0.0124527868852459
2030,JET,0.0125952459016393
2031,JET,0.0127570491803278
2032,JET,0.0129401639344262
2033,JET,0.0131429508196721
2034,JET,0.0133665573770491
2035,JET,0.013611475409836
2036,JET,0.0138765573770491
2037,JET,0.014161475409836
2038,JET,0.0144654098360655
2039,JET,0.0147896721311475
2040,JET,0.0151321311475409
2041,JET,0.0154929508196721
2042,JET,0.0158709836065573
2043,JET,0.0162660655737704
2044,JET,0.0166767213114754
2045,JET,0.017103606557377
2046,JET,0.0175452459016393
2047,JET,0.0180009836065573
2048,JET,0.0184695081967213
2049,JET,0.0189513114754098
2050,JET,0.0194450819672131
2051,JET,0.019955737704918
2052,JET,0.0204860655737704
2053,JET,0.0210355737704917
2054,JET,0.0216034426229508
2055,JET,0.02219
