YEAR:Period,CostType,VALUE
2020-2050,CAP,129370.48737045994
,CAP,36070.752269713674
2020-2050,FIX,49386.22842872458
,FIX,11565.5055633115
2020-2050,VAR,-67742.36467619592
,VAR,-37231.783094144346
