YEAR:Period,CostType,VALUE
2020-2050,CAP,206629.24179645014
,CAP,50442.52513458977
2020-2050,FIX,60250.83315318538
,FIX,13299.313151591527
2020-2050,VAR,-54306.84466567309
,VAR,-30069.21044372868
