YEAR:Period,CostType,VALUE
2020-2050,CAP,153326.33638293706
,CAP,43249.48091649158
2020-2050,FIX,51907.12399885357
,FIX,12512.456702499112
2020-2050,VAR,-61810.21264527583
,VAR,-33430.45417583801
