YEAR:Period,CostType,VALUE
2020-2050,CAP,137232.13854165588
,CAP,31253.3999859676
2020-2050,FIX,49066.4667527151
,FIX,10754.78029688067
2020-2050,VAR,-68461.32245649298
,VAR,-37101.7010435399
