YEAR:Period,CostType,VALUE
2020-2050,CAP,150104.015724058
,CAP,39693.34609920154
2020-2050,FIX,55616.77526913518
,FIX,13307.431026942166
2020-2050,VAR,-75762.94982228377
,VAR,-32956.78757013602
