YEAR:Period,CostType,VALUE
2020-2050,CAP,138220.9826571602
,CAP,36298.92384110659
2020-2050,FIX,52763.06497271855
,FIX,12177.515511735983
2020-2050,VAR,-84933.57571761636
,VAR,-37797.92910302947
