YEAR:Period,CostType,VALUE
2020-2050,CAP,233195.13400563353
,CAP,70143.8107783379
2020-2050,FIX,60893.32622694675
,FIX,15947.02731521102
2020-2050,VAR,-41608.308471325465
,VAR,-25961.158498329074
