YEAR:Period,CostType,VALUE
2020-2050,CAP,162227.28049803176
,CAP,40106.34129592772
2020-2050,FIX,47883.343490374544
,FIX,11285.606769246055
2020-2050,VAR,-57273.725777612235
,VAR,-33036.31554774077
