YEAR:Period,CostType,VALUE
2020-2050,CAP,158627.42387427686
,CAP,35216.204520632586
2020-2050,FIX,53902.550147558846
,FIX,11728.920113013717
2020-2050,VAR,-83692.82266956085
,VAR,-35659.17451720615
