YEAR:Period,CostType,VALUE
2020-2050,CAP,137787.71586569233
,CAP,38144.33503195265
2020-2050,FIX,49260.67574959978
,FIX,11754.02510224166
2020-2050,VAR,-51668.194433193676
,VAR,-32605.885822546337
