YEAR:Period,CostType,VALUE
2020-2050,CAP,145553.85929298075
,CAP,39334.37923851977
2020-2050,FIX,52623.85061379701
,FIX,11982.021650266319
2020-2050,VAR,-72121.05504710556
,VAR,-36364.73636264887
