YEAR:Period,CostType,VALUE
2020-2050,CAP,233041.30910932
,CAP,76991.32905334135
2020-2050,FIX,63275.09034728765
,FIX,16799.65424763256
2020-2050,VAR,-65350.110756804475
,VAR,-31626.63875798611
