YEAR:Period,CostType,VALUE
2020-2050,CAP,146960.47921705415
,CAP,35165.51500179494
2020-2050,FIX,52008.74335312944
,FIX,11193.805166608443
2020-2050,VAR,-76421.74738393212
,VAR,-37607.03548147765
