YEAR:Period,CostType,VALUE
2020-2050,CAP,162200.08927843175
,CAP,38259.65196355443
2020-2050,FIX,51873.06843795079
,FIX,11791.7147130513
2020-2050,VAR,-90029.2992682983
,VAR,-38808.82325562115
