YEAR:Period,CostType,VALUE
2020-2050,CAP,151185.03690521375
,CAP,40200.29092103669
2020-2050,FIX,51642.27488176071
,FIX,12044.906768369694
2020-2050,VAR,-60360.19290993246
,VAR,-32774.38334715635
