YEAR:Period,CostType,VALUE
2020-2050,CAP,235672.9288184172
,CAP,78873.63495169571
2020-2050,FIX,69624.38039359287
,FIX,18780.015928847693
2020-2050,VAR,-61436.137436786456
,VAR,-24964.623187844405
