YEAR:Period,CostType,VALUE
2020-2050,CAP,153274.04427623918
,CAP,35772.13367942537
2020-2050,FIX,51013.797535641876
,FIX,11321.21765200071
2020-2050,VAR,-64176.202780971726
,VAR,-33610.12141104987
