YEAR:Period,CostType,VALUE
2020-2050,CAP,140585.44272405462
,CAP,39681.11707842658
2020-2050,FIX,52255.108080657505
,FIX,11870.196107422444
2020-2050,VAR,-74909.84526845108
,VAR,-37779.52801744432
