YEAR:Period,CostType,VALUE
2020-2050,CAP,147483.45173996038
,CAP,31714.430965221367
2020-2050,FIX,48874.17815660956
,FIX,10650.428206604087
2020-2050,VAR,-83314.92446547111
,VAR,-39170.95890122541
