YEAR:Period,CostType,VALUE
2020-2050,CAP,143674.73014528354
,CAP,29249.480322163734
2020-2050,FIX,46356.86705921001
,FIX,10272.109530925241
2020-2050,VAR,-59919.015657517026
,VAR,-34790.86235768703
