YEAR:Period,CostType,VALUE
2020-2050,CAP,163180.997164536
,CAP,36467.23946413397
2020-2050,FIX,51729.059031550365
,FIX,11603.786058055908
2020-2050,VAR,-88533.66788499067
,VAR,-37238.09459770747
