YEAR:Period,CostType,VALUE
2020-2050,CAP,167711.86461450686
,CAP,50623.76197520979
2020-2050,FIX,57365.2288812797
,FIX,14578.37596953218
2020-2050,VAR,-60737.15115931731
,VAR,-27618.3399565708
