YEAR:Period,CostType,VALUE
2020-2050,CAP,147540.47684031367
,CAP,40954.79598039285
2020-2050,FIX,54077.70410141272
,FIX,13049.282122055367
2020-2050,VAR,-67787.27500796
,VAR,-33609.296556724745
