YEAR:Period,CostType,VALUE
2020-2050,CAP,165365.65704097683
,CAP,50062.79773677183
2020-2050,FIX,55895.35145514534
,FIX,14340.485089434073
2020-2050,VAR,-49941.91798528927
,VAR,-25930.18879380361
