YEAR:Period,CostType,VALUE
2020-2050,CAP,251647.94136275945
,CAP,79386.32977937804
2020-2050,FIX,59743.21624781673
,FIX,15834.728494943385
2020-2050,VAR,-65142.34844093731
,VAR,-32119.51901844879
